addr,bank,kind,canonical_addr,canonical_bank,covering_addr,covering_bank,evidence_count,source_flags_hex,source_flags
CE4C,7,secondary,CE02,7,CE02,7,1,0x02,ptr_scan
DA20,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F0A6,7,standalone,F0A6,7,F0A6,7,1,0x02,ptr_scan
D1B7,7,standalone,D1B7,7,D1B7,7,1,0x02,ptr_scan
E2D3,7,standalone,E2D3,7,E2D3,7,1,0x02,ptr_scan
F2E3,7,standalone,F2E3,7,F2E3,7,1,0x02,ptr_scan
F3F2,7,standalone,F3F2,7,F3F2,7,1,0x02,ptr_scan
F4E5,7,standalone,F4E5,7,F4E5,7,1,0x02,ptr_scan
D9D8,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E8D9,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
E9E8,7,standalone,E9E8,7,E9E8,7,1,0x02,ptr_scan
DCBD,7,standalone,DCBD,7,DCBD,7,1,0x02,ptr_scan
DDBD,7,standalone,DDBD,7,DDBD,7,1,0x02,ptr_scan
DEBD,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
DDEE,7,standalone,DDEE,7,DDEE,7,1,0x02,ptr_scan
ED8D,7,standalone,ED8D,7,ED8D,7,1,0x02,ptr_scan
EF8D,7,standalone,EF8D,7,EF8D,7,1,0x02,ptr_scan
F08D,7,standalone,F08D,7,F08D,7,1,0x02,ptr_scan
EB8D,7,standalone,EB8D,7,EB8D,7,1,0x02,ptr_scan
F18D,7,standalone,F18D,7,F18D,7,1,0x02,ptr_scan
F1CE,7,standalone,F1CE,7,F1CE,7,1,0x02,ptr_scan
EBD0,7,standalone,EBD0,7,EBD0,7,1,0x02,ptr_scan
EDA9,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
F48D,7,standalone,F48D,7,F48D,7,1,0x02,ptr_scan
D0C9,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F5F0,7,standalone,F5F0,7,F5F0,7,1,0x02,ptr_scan
D8B9,7,standalone,D8B9,7,D8B9,7,1,0x02,ptr_scan
CD85,7,secondary,CD38,7,CD38,7,1,0x02,ptr_scan
CF85,7,secondary,CF7F,7,CF7F,7,1,0x02,ptr_scan
E692,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
CFA5,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D186,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F097,7,standalone,F097,7,F097,7,1,0x02,ptr_scan
D03E,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
DB20,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E8A9,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
F101,7,standalone,F101,7,F101,7,1,0x02,ptr_scan
E309,7,standalone,E309,7,E309,7,1,0x02,ptr_scan
E535,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
DAD9,7,standalone,DAD9,7,DAD9,7,1,0x02,ptr_scan
DBDA,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
DCDB,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E5DC,7,standalone,E5DC,7,E5DC,7,1,0x02,ptr_scan
E6E5,7,standalone,E6E5,7,E6E5,7,1,0x02,ptr_scan
ECEB,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
E5EC,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
DFDE,7,standalone,DFDE,7,DFDE,7,1,0x02,ptr_scan
ED02,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
EFEE,7,secondary,EFD1,7,EFD1,7,1,0x02,ptr_scan
E5FE,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
F622,7,standalone,F622,7,F622,7,1,0x02,ptr_scan
D300,7,standalone,D300,7,D300,7,1,0x02,ptr_scan
CE29,7,secondary,CE02,7,CE02,7,1,0x02,ptr_scan
F05A,7,standalone,F05A,7,F05A,7,1,0x02,ptr_scan
D0B0,7,standalone,D0B0,7,D0B0,7,1,0x02,ptr_scan
EA7C,7,standalone,EA7C,7,EA7C,7,1,0x02,ptr_scan
DCCE,7,standalone,DCCE,7,DCCE,7,1,0x02,ptr_scan
ECDE,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
EBEB,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
EA95,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
DFB5,7,standalone,DFB5,7,DFB5,7,1,0x02,ptr_scan
D1D0,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
EA9B,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
CFAB,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
DFBB,7,standalone,DFBB,7,DFBB,7,1,0x02,ptr_scan
EA35,7,standalone,EA35,7,EA35,7,1,0x02,ptr_scan
CF45,7,standalone,CF45,7,CF45,7,1,0x02,ptr_scan
DF55,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
EF65,7,secondary,EE2C,7,EE2C,7,1,0x02,ptr_scan
EB60,7,standalone,EB60,7,EB60,7,1,0x02,ptr_scan
EAAF,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
EFDF,7,secondary,EFD1,7,EFD1,7,1,0x02,ptr_scan
F00E,7,standalone,F00E,7,F00E,7,1,0x02,ptr_scan
EBF4,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
EA7E,7,standalone,EA7E,7,EA7E,7,1,0x02,ptr_scan
E0EA,7,secondary,E0D5,7,E0D5,7,1,0x02,ptr_scan
E3A9,7,standalone,E3A9,7,E3A9,7,1,0x02,ptr_scan
F669,7,standalone,F669,7,F669,7,1,0x02,ptr_scan
EAA9,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
F5A9,7,standalone,F5A9,7,F5A9,7,1,0x02,ptr_scan
DB56,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F781,7,standalone,F781,7,F781,7,1,0x02,ptr_scan
F831,7,standalone,F831,7,F831,7,1,0x02,ptr_scan
DC10,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F0CA,7,standalone,F0CA,7,F0CA,7,1,0x02,ptr_scan
EAA5,7,standalone,EAA5,7,EAA5,7,1,0x02,ptr_scan
F7A7,7,standalone,F7A7,7,F7A7,7,1,0x02,ptr_scan
CEA4,7,secondary,CE02,7,CE02,7,1,0x02,ptr_scan
DCA5,7,standalone,DCA5,7,DCA5,7,1,0x02,ptr_scan
F7A5,7,standalone,F7A5,7,F7A5,7,1,0x02,ptr_scan
D926,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E92C,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
DC31,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F520,7,standalone,F520,7,F520,7,1,0x02,ptr_scan
D9D0,7,standalone,D9D0,7,D9D0,7,1,0x02,ptr_scan
E96D,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
F3A9,7,standalone,F3A9,7,F3A9,7,1,0x02,ptr_scan
D84C,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
CE0A,7,standalone,CE0A,7,CE0A,7,1,0x02,ptr_scan
EEA8,7,secondary,EE2C,7,EE2C,7,1,0x02,ptr_scan
CE09,7,secondary,CE02,7,CE02,7,1,0x02,ptr_scan
F00F,7,secondary,EFD1,7,EFD1,7,1,0x02,ptr_scan
CFBD,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E076,7,standalone,E076,7,E076,7,1,0x02,ptr_scan
D849,7,secondary,CF8A,7,CF8A,7,4,0x06,ptr_scan|table_run
D024,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D543,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D582,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D4E5,7,standalone,D4E5,7,D4E5,7,2,0x06,ptr_scan|table_run
D517,7,secondary,CF8A,7,CF8A,7,2,0x06,ptr_scan|table_run
D5A9,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E0A9,7,standalone,E0A9,7,E0A9,7,1,0x02,ptr_scan
F705,7,standalone,F705,7,F705,7,1,0x02,ptr_scan
F642,7,standalone,F642,7,F642,7,1,0x02,ptr_scan
F8C6,7,standalone,F8C6,7,F8C6,7,1,0x02,ptr_scan
D065,7,secondary,CF8A,7,CF8A,7,7,0x06,ptr_scan|table_run
DF00,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F70A,7,secondary,F6FF,7,F6FF,7,1,0x02,ptr_scan
F8FC,7,standalone,F8FC,7,F8FC,7,1,0x02,ptr_scan
F6B6,7,standalone,F6B6,7,F6B6,7,1,0x02,ptr_scan
F542,7,standalone,F542,7,F542,7,1,0x02,ptr_scan
F5F5,7,standalone,F5F5,7,F5F5,7,1,0x02,ptr_scan
F707,7,secondary,F6FF,7,F6FF,7,1,0x02,ptr_scan
F541,7,standalone,F541,7,F541,7,1,0x02,ptr_scan
F547,7,standalone,F547,7,F547,7,1,0x02,ptr_scan
F546,7,standalone,F546,7,F546,7,1,0x02,ptr_scan
F7F5,7,standalone,F7F5,7,F7F5,7,1,0x02,ptr_scan
DA22,7,standalone,DA22,7,DA22,7,1,0x02,ptr_scan
F600,7,standalone,F600,7,F600,7,1,0x02,ptr_scan
E022,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F800,7,standalone,F800,7,F800,7,1,0x02,ptr_scan
F0F3,7,standalone,F0F3,7,F0F3,7,1,0x02,ptr_scan
F0F0,7,standalone,F0F0,7,F0F0,7,1,0x02,ptr_scan
CFFF,7,standalone,CFFF,7,CFFF,7,1,0x02,ptr_scan
DF5F,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
CF0F,7,secondary,CECF,7,CECF,7,1,0x02,ptr_scan
F3CC,7,standalone,F3CC,7,F3CC,7,1,0x02,ptr_scan
F5F7,7,standalone,F5F7,7,F5F7,7,1,0x02,ptr_scan
F65A,7,standalone,F65A,7,F65A,7,1,0x02,ptr_scan
EF20,7,secondary,EE2C,7,EE2C,7,1,0x02,ptr_scan
F663,7,standalone,F663,7,F663,7,1,0x02,ptr_scan
F820,7,standalone,F820,7,F820,7,1,0x02,ptr_scan
DB21,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
CEFA,7,standalone,CEFA,7,CEFA,7,1,0x02,ptr_scan
D9F6,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F2E0,7,standalone,F2E0,7,F2E0,7,1,0x02,ptr_scan
F272,7,standalone,F272,7,F272,7,1,0x02,ptr_scan
DAD0,7,standalone,DAD0,7,DAD0,7,1,0x02,ptr_scan
F647,7,standalone,F647,7,F647,7,1,0x02,ptr_scan
E32F,7,standalone,E32F,7,E32F,7,1,0x02,ptr_scan
DEF3,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D026,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D94C,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D58D,7,standalone,D58D,7,D58D,7,1,0x02,ptr_scan
DAF2,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E25D,7,standalone,E25D,7,E25D,7,1,0x02,ptr_scan
F012,7,secondary,EFD1,7,EFD1,7,1,0x02,ptr_scan
F0A3,7,standalone,F0A3,7,F0A3,7,1,0x02,ptr_scan
EEC7,7,standalone,EEC7,7,EEC7,7,1,0x02,ptr_scan
CF29,7,secondary,CF23,7,CF23,7,1,0x02,ptr_scan
CEBB,7,secondary,CE02,7,CE02,7,1,0x02,ptr_scan
D0F0,7,standalone,D0F0,7,D0F0,7,1,0x02,ptr_scan
CE12,7,secondary,CE02,7,CE02,7,1,0x02,ptr_scan
E085,7,secondary,E083,7,E083,7,1,0x02,ptr_scan
E0E0,7,secondary,E0D5,7,E0D5,7,1,0x02,ptr_scan
E0A5,7,secondary,E099,7,E099,7,1,0x02,ptr_scan
DEA5,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E0A8,7,secondary,E099,7,E099,7,1,0x02,ptr_scan
DEF0,7,standalone,DEF0,7,DEF0,7,1,0x02,ptr_scan
E0DE,7,standalone,E0DE,7,E0DE,7,1,0x02,ptr_scan
DAF0,7,standalone,DAF0,7,DAF0,7,1,0x02,ptr_scan
E0D4,7,secondary,E0AE,7,E0AE,7,1,0x02,ptr_scan
F7BD,7,standalone,F7BD,7,F7BD,7,1,0x02,ptr_scan
EBBD,7,standalone,EBBD,7,EBBD,7,1,0x02,ptr_scan
F4DD,7,standalone,F4DD,7,F4DD,7,1,0x02,ptr_scan
F4FE,7,standalone,F4FE,7,F4FE,7,1,0x02,ptr_scan
F79D,7,standalone,F79D,7,F79D,7,1,0x02,ptr_scan
F1BD,7,standalone,F1BD,7,F1BD,7,1,0x02,ptr_scan
E006,7,standalone,E006,7,E006,7,1,0x02,ptr_scan
E007,7,standalone,E007,7,E007,7,1,0x02,ptr_scan
F7FE,7,standalone,F7FE,7,F7FE,7,1,0x02,ptr_scan
DE59,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D885,7,standalone,D885,7,D885,7,1,0x02,ptr_scan
D8B1,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
DE06,7,standalone,DE06,7,DE06,7,1,0x02,ptr_scan
F0D8,7,standalone,F0D8,7,F0D8,7,1,0x02,ptr_scan
D0A1,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F0FE,7,standalone,F0FE,7,F0FE,7,1,0x02,ptr_scan
F0DC,7,standalone,F0DC,7,F0DC,7,1,0x02,ptr_scan
DC65,7,standalone,DC65,7,DC65,7,1,0x02,ptr_scan
DD65,7,standalone,DD65,7,DD65,7,1,0x02,ptr_scan
D8A5,7,standalone,D8A5,7,D8A5,7,1,0x02,ptr_scan
E0A6,7,standalone,E0A6,7,E0A6,7,1,0x02,ptr_scan
E008,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E02F,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F8C9,7,standalone,F8C9,7,F8C9,7,1,0x02,ptr_scan
D0F8,7,standalone,D0F8,7,D0F8,7,1,0x02,ptr_scan
EF29,7,secondary,EE2C,7,EE2C,7,1,0x02,ptr_scan
E0C9,7,secondary,E0AE,7,E0AE,7,1,0x02,ptr_scan
DA85,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
EB9D,7,standalone,EB9D,7,EB9D,7,1,0x02,ptr_scan
E01F,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
DB9D,7,standalone,DB9D,7,DB9D,7,1,0x02,ptr_scan
D8E6,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E7A5,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
E665,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
E706,7,standalone,E706,7,E706,7,1,0x02,ptr_scan
D0D8,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E0A3,7,secondary,E099,7,E099,7,1,0x02,ptr_scan
E646,7,standalone,E646,7,E646,7,1,0x02,ptr_scan
E37D,7,standalone,E37D,7,E37D,7,1,0x02,ptr_scan
E726,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
E060,7,secondary,E000,7,E000,7,1,0x02,ptr_scan
D9E6,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D8C6,7,standalone,D8C6,7,D8C6,7,1,0x02,ptr_scan
D946,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
D866,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E04F,7,standalone,E04F,7,E04F,7,1,0x02,ptr_scan
D966,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
CD4C,7,secondary,CD38,7,CD38,7,1,0x02,ptr_scan
E0D8,7,secondary,E0D5,7,E0D5,7,1,0x02,ptr_scan
DD22,7,standalone,DD22,7,DD22,7,1,0x02,ptr_scan
E01A,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
F00B,7,standalone,F00B,7,F00B,7,1,0x02,ptr_scan
F406,7,standalone,F406,7,F406,7,1,0x02,ptr_scan
F506,7,standalone,F506,7,F506,7,1,0x02,ptr_scan
E048,7,secondary,E000,7,E000,7,1,0x02,ptr_scan
D025,7,standalone,D025,7,D025,7,1,0x02,ptr_scan
E014,7,standalone,E014,7,E014,7,1,0x02,ptr_scan
D00E,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E009,7,standalone,E009,7,E009,7,1,0x02,ptr_scan
D09E,7,standalone,D09E,7,D09E,7,1,0x02,ptr_scan
F78D,7,standalone,F78D,7,F78D,7,1,0x02,ptr_scan
F88D,7,standalone,F88D,7,F88D,7,1,0x02,ptr_scan
E3A5,7,standalone,E3A5,7,E3A5,7,1,0x02,ptr_scan
DE65,7,standalone,DE65,7,DE65,7,1,0x02,ptr_scan
DFE6,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
E284,7,standalone,E284,7,E284,7,1,0x02,ptr_scan
F410,7,standalone,F410,7,F410,7,1,0x02,ptr_scan
E2A4,7,standalone,E2A4,7,E2A4,7,1,0x02,ptr_scan
F0E3,7,standalone,F0E3,7,F0E3,7,1,0x02,ptr_scan
DD0C,7,standalone,DD0C,7,DD0C,7,1,0x02,ptr_scan
DAB1,7,standalone,DAB1,7,DAB1,7,1,0x02,ptr_scan
E4C6,7,standalone,E4C6,7,E4C6,7,1,0x02,ptr_scan
E2DD,7,standalone,E2DD,7,E2DD,7,2,0x02,ptr_scan
F4DC,7,standalone,F4DC,7,F4DC,7,1,0x02,ptr_scan
ABE0,0,standalone,ABE0,0,ABE0,0,5,0x20,xbank
ABE0,1,standalone,ABE0,1,ABE0,1,5,0x20,xbank
ABE0,2,standalone,ABE0,2,ABE0,2,5,0x20,xbank
ABE0,3,standalone,ABE0,3,ABE0,3,5,0x20,xbank
ABE0,4,standalone,ABE0,4,ABE0,4,5,0x20,xbank
ABE0,5,standalone,ABE0,5,ABE0,5,5,0x20,xbank
ABE0,6,standalone,ABE0,6,ABE0,6,5,0x20,xbank
ED8C,7,secondary,E449,7,E449,7,1,0x02,ptr_scan
8086,1,standalone,8086,1,8086,1,1,0x20,xbank
8086,2,standalone,8086,2,8086,2,1,0x20,xbank
8086,3,standalone,8086,3,8086,3,1,0x20,xbank
8086,4,standalone,8086,4,8086,4,1,0x20,xbank
8086,5,standalone,8086,5,8086,5,1,0x20,xbank
8086,6,standalone,8086,6,8086,6,1,0x20,xbank
9881,0,standalone,9881,0,9881,0,2,0x24,table_run|xbank
9881,1,standalone,9881,1,9881,1,1,0x20,xbank
9881,2,standalone,9881,2,9881,2,1,0x20,xbank
9881,3,standalone,9881,3,9881,3,1,0x20,xbank
9881,4,standalone,9881,4,9881,4,1,0x20,xbank
9881,5,standalone,9881,5,9881,5,1,0x20,xbank
9881,6,standalone,9881,6,9881,6,1,0x20,xbank
E32E,7,standalone,E32E,7,E32E,7,1,0x02,ptr_scan
854C,0,standalone,854C,0,854C,0,1,0x20,xbank
854C,1,standalone,854C,1,854C,1,1,0x20,xbank
854C,2,standalone,854C,2,854C,2,1,0x20,xbank
854C,3,standalone,854C,3,854C,3,1,0x20,xbank
854C,4,standalone,854C,4,854C,4,1,0x20,xbank
854C,5,standalone,854C,5,854C,5,1,0x20,xbank
854C,6,standalone,854C,6,854C,6,1,0x20,xbank
89A5,1,standalone,89A5,1,89A5,1,1,0x20,xbank
89A5,2,standalone,89A5,2,89A5,2,1,0x20,xbank
89A5,3,standalone,89A5,3,89A5,3,1,0x20,xbank
89A5,4,standalone,89A5,4,89A5,4,1,0x20,xbank
89A5,5,standalone,89A5,5,89A5,5,1,0x20,xbank
89A5,6,standalone,89A5,6,89A5,6,1,0x20,xbank
AD60,0,standalone,AD60,0,AD60,0,1,0x20,xbank
AD60,1,standalone,AD60,1,AD60,1,1,0x20,xbank
AD60,2,standalone,AD60,2,AD60,2,1,0x20,xbank
AD60,3,standalone,AD60,3,AD60,3,1,0x20,xbank
AD60,4,standalone,AD60,4,AD60,4,1,0x20,xbank
AD60,5,standalone,AD60,5,AD60,5,1,0x20,xbank
AD60,6,standalone,AD60,6,AD60,6,1,0x20,xbank
DB75,7,standalone,DB75,7,DB75,7,1,0x02,ptr_scan
D944,7,secondary,CF8A,7,CF8A,7,1,0x02,ptr_scan
AC14,0,standalone,AC14,0,AC14,0,1,0x20,xbank
DB07,7,standalone,DB07,7,DB07,7,1,0x02,ptr_scan
A9A4,0,standalone,A9A4,0,A9A4,0,1,0x04,table_run
8502,0,standalone,8502,0,8502,0,1,0x04,table_run
A9A5,0,standalone,A9A5,0,A9A5,0,1,0x04,table_run
850D,0,standalone,850D,0,850D,0,1,0x04,table_run
88A9,0,standalone,88A9,0,88A9,0,1,0x04,table_run
AC8D,0,standalone,AC8D,0,AC8D,0,1,0x04,table_run
A902,0,standalone,A902,0,A902,0,1,0x04,table_run
8D28,0,standalone,8D28,0,8D28,0,1,0x04,table_run
8511,0,standalone,8511,0,8511,0,1,0x04,table_run
8584,0,standalone,8584,0,8584,0,1,0x04,table_run
A984,0,standalone,A984,0,A984,0,1,0x04,table_run
8523,0,standalone,8523,0,8523,0,1,0x04,table_run
8500,0,standalone,8500,0,8500,0,1,0x04,table_run
85A3,0,standalone,85A3,0,85A3,0,1,0x04,table_run
9000,0,standalone,9000,0,9000,0,1,0x04,table_run
9998,0,standalone,9998,0,9998,0,1,0x04,table_run
9B9A,0,standalone,9B9A,0,9B9A,0,1,0x04,table_run
9D9C,0,standalone,9D9C,0,9D9C,0,1,0x04,table_run
A985,0,standalone,A985,0,A985,0,1,0x04,table_run
8505,0,standalone,8505,0,8505,0,1,0x04,table_run
A986,0,standalone,A986,0,A986,0,1,0x04,table_run
8506,0,standalone,8506,0,8506,0,1,0x04,table_run
8504,0,standalone,8504,0,8504,0,1,0x04,table_run
858E,0,standalone,858E,0,858E,0,1,0x04,table_run
8520,0,standalone,8520,0,8520,0,1,0x04,table_run
85C2,0,standalone,85C2,0,85C2,0,1,0x04,table_run
A976,0,standalone,A976,0,A976,0,1,0x04,table_run
8590,0,standalone,8590,0,8590,0,1,0x04,table_run
8560,0,standalone,8560,0,8560,0,1,0x04,table_run
850E,0,standalone,850E,0,850E,0,1,0x04,table_run
988D,0,standalone,988D,0,988D,0,1,0x04,table_run
8510,0,standalone,8510,0,8510,0,1,0x04,table_run
A9A3,0,standalone,A9A3,0,A9A3,0,1,0x04,table_run
8501,0,standalone,8501,0,8501,0,1,0x04,table_run
A9C7,0,standalone,A9C7,0,A9C7,0,1,0x04,table_run
A9C9,0,standalone,A9C9,0,A9C9,0,1,0x04,table_run
A9B4,0,standalone,A9B4,0,A9B4,0,1,0x04,table_run
8507,0,standalone,8507,0,8507,0,1,0x04,table_run
8485,0,standalone,8485,0,8485,0,1,0x04,table_run
B020,0,standalone,B020,0,B020,0,1,0x04,table_run
8577,0,standalone,8577,0,8577,0,1,0x04,table_run
858B,0,standalone,858B,0,858B,0,1,0x04,table_run
8595,0,standalone,8595,0,8595,0,1,0x04,table_run
A9B7,0,standalone,A9B7,0,A9B7,0,1,0x04,table_run
8596,0,standalone,8596,0,8596,0,1,0x04,table_run
A910,0,standalone,A910,0,A910,0,1,0x04,table_run
8597,0,standalone,8597,0,8597,0,1,0x04,table_run
A9B8,0,standalone,A9B8,0,A9B8,0,1,0x04,table_run
8D00,0,standalone,8D00,0,8D00,0,1,0x04,table_run
A994,0,standalone,A994,0,A994,0,1,0x04,table_run
8561,0,standalone,8561,0,8561,0,1,0x04,table_run
85B5,0,standalone,85B5,0,85B5,0,1,0x04,table_run
8529,0,standalone,8529,0,8529,0,1,0x04,table_run
8513,0,standalone,8513,0,8513,0,1,0x04,table_run
8516,0,standalone,8516,0,8516,0,1,0x04,table_run
A997,0,standalone,A997,0,A997,0,1,0x04,table_run
8503,0,standalone,8503,0,8503,0,1,0x04,table_run
A995,0,standalone,A995,0,A995,0,1,0x04,table_run
85C8,0,standalone,85C8,0,85C8,0,1,0x04,table_run
85A8,0,standalone,85A8,0,85A8,0,1,0x04,table_run
8528,0,standalone,8528,0,8528,0,1,0x04,table_run
AAAA,0,standalone,AAAA,0,AAAA,0,1,0x04,table_run
AEA9,0,standalone,AEA9,0,AEA9,0,1,0x04,table_run
A9A7,0,standalone,A9A7,0,A9A7,0,1,0x04,table_run
98A9,0,standalone,98A9,0,98A9,0,1,0x04,table_run
859D,0,standalone,859D,0,859D,0,1,0x04,table_run
8598,0,standalone,8598,0,8598,0,1,0x04,table_run
8592,0,standalone,8592,0,8592,0,1,0x04,table_run
A9AF,0,standalone,A9AF,0,A9AF,0,1,0x04,table_run
A9B5,0,standalone,A9B5,0,A9B5,0,1,0x04,table_run
A977,0,standalone,A977,0,A977,0,1,0x04,table_run
8D20,0,standalone,8D20,0,8D20,0,1,0x04,table_run
A980,0,standalone,A980,0,A980,0,1,0x04,table_run
8D32,0,standalone,8D32,0,8D32,0,1,0x04,table_run
A9C8,0,standalone,A9C8,0,A9C8,0,1,0x04,table_run
8533,0,standalone,8533,0,8533,0,1,0x04,table_run
850A,0,standalone,850A,0,850A,0,1,0x04,table_run
85EB,0,standalone,85EB,0,85EB,0,1,0x04,table_run
85F0,0,standalone,85F0,0,85F0,0,1,0x04,table_run
A3A9,0,standalone,A3A9,0,A3A9,0,1,0x04,table_run
8563,0,standalone,8563,0,8563,0,1,0x04,table_run
8568,0,standalone,8568,0,8568,0,1,0x04,table_run
856D,0,standalone,856D,0,856D,0,1,0x04,table_run
8557,0,standalone,8557,0,8557,0,1,0x04,table_run
85A2,0,standalone,85A2,0,85A2,0,1,0x04,table_run
85A4,0,standalone,85A4,0,85A4,0,1,0x04,table_run
8985,0,standalone,8985,0,8985,0,1,0x04,table_run
8906,0,standalone,8906,0,8906,0,1,0x04,table_run
8A26,0,standalone,8A26,0,8A26,0,1,0x04,table_run
8AA5,0,standalone,8AA5,0,8AA5,0,1,0x04,table_run
8AE6,0,standalone,8AE6,0,8AE6,0,1,0x04,table_run
9085,0,standalone,9085,0,9085,0,1,0x04,table_run
A97F,0,standalone,A97F,0,A97F,0,1,0x04,table_run
8536,0,standalone,8536,0,8536,0,1,0x04,table_run
A98D,0,standalone,A98D,0,A98D,0,1,0x04,table_run
A9AD,0,standalone,A9AD,0,A9AD,0,1,0x04,table_run
859F,0,standalone,859F,0,859F,0,1,0x04,table_run
85AD,0,standalone,85AD,0,85AD,0,1,0x04,table_run
85A5,0,standalone,85A5,0,85A5,0,1,0x04,table_run
A92A,0,standalone,A92A,0,A92A,0,1,0x04,table_run
85AB,0,standalone,85AB,0,85AB,0,1,0x04,table_run
898A,0,standalone,898A,0,898A,0,1,0x04,table_run
8B8A,0,standalone,8B8A,0,8B8A,0,1,0x04,table_run
8B8C,0,standalone,8B8C,0,8B8C,0,1,0x04,table_run
9E8C,0,standalone,9E8C,0,9E8C,0,1,0x04,table_run
899F,0,standalone,899F,0,899F,0,1,0x04,table_run
AE8A,0,standalone,AE8A,0,AE8A,0,1,0x04,table_run
8BAF,0,standalone,8BAF,0,8BAF,0,1,0x04,table_run
9E9F,0,standalone,9E9F,0,9E9F,0,1,0x04,table_run
AFAE,0,standalone,AFAE,0,AFAE,0,1,0x04,table_run
8C8B,0,standalone,8C8B,0,8C8B,0,1,0x04,table_run
9F9E,0,standalone,9F9E,0,9F9E,0,1,0x04,table_run
856A,0,standalone,856A,0,856A,0,1,0x04,table_run
8540,0,standalone,8540,0,8540,0,1,0x04,table_run
A9F6,0,standalone,A9F6,0,A9F6,0,1,0x04,table_run
